input alg leaves trees k t1 t2 t3 timeout errorInFile
NewHybroVsNorbert2/00010_00000063.txt Hybroscale 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000064.txt Hybroscale 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000065.txt Hybroscale 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000066.txt Hybroscale 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000067.txt Hybroscale 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000068.txt Hybroscale 20 10 -20 357.195 48.941 2.404 False False
NewHybroVsNorbert2/00010_00000069.txt Hybroscale 21 10 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00010_00000070.txt Hybroscale 20 10 -20 100.661 38.601 8.55 False False
NewHybroVsNorbert2/00010_00000071.txt Hybroscale 20 10 -20 27.875 25.605 0.781 False False
NewHybroVsNorbert2/00010_00000072.txt Hybroscale 20 10 -20 67.473 36.26 0.796 False False
NewHybroVsNorbert2/00020_00000001.txt Hybroscale 20 2 1 1.239 0.223 0.02 False False
NewHybroVsNorbert2/00020_00000002.txt Hybroscale 20 2 1 0.909 0.232 0.031 False False
NewHybroVsNorbert2/00020_00000003.txt Hybroscale 20 2 1 0.903 0.223 0.045 False False
NewHybroVsNorbert2/00020_00000004.txt Hybroscale 20 2 1 1.127 0.235 0.016 False False
NewHybroVsNorbert2/00020_00000005.txt Hybroscale 20 2 1 0.898 0.235 0.022 False False
NewHybroVsNorbert2/00020_00000007.txt Hybroscale 20 4 2 0.86 0.24 0.025 False False
NewHybroVsNorbert2/00020_00000008.txt Hybroscale 20 4 2 2.671 0.825 0.047 False False
NewHybroVsNorbert2/00020_00000009.txt Hybroscale 20 2 1 1.064 0.218 0.038 False False
NewHybroVsNorbert2/00020_00000010.txt Hybroscale 20 4 2 2.472 0.921 0.05 False False
NewHybroVsNorbert2/00020_00000011.txt Hybroscale 20 4 2 1.106 0.29 0.02 False False
NewHybroVsNorbert2/00020_00000012.txt Hybroscale 20 2 1 0.874 0.24 0.019 False False
NewHybroVsNorbert2/00020_00000013.txt Hybroscale 20 8 3 92.308 105.001 1.856 False False
NewHybroVsNorbert2/00020_00000014.txt Hybroscale 20 8 3 134.989 172.878 1.931 False False
NewHybroVsNorbert2/00020_00000015.txt Hybroscale 20 8 3 2.491 1.312 0.073 False False
NewHybroVsNorbert2/00020_00000016.txt Hybroscale 20 8 3 107.315 141.718 1.817 False False
NewHybroVsNorbert2/00020_00000017.txt Hybroscale 20 4 2 0.794 0.251 0.017 False False
NewHybroVsNorbert2/00020_00000018.txt Hybroscale 20 4 2 2.257 0.789 0.024 False False
NewHybroVsNorbert2/00020_00000019.txt Hybroscale 20 15 -20
NewHybroVsNorbert2/00020_00000020.txt Hybroscale 21 16 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000021.txt Hybroscale 20 4 2 2.811 1.133 0.04 False False
NewHybroVsNorbert2/00020_00000022.txt Hybroscale 20 8 3 198.363 138.756 3.227 False False
NewHybroVsNorbert2/00020_00000023.txt Hybroscale 20 8 3 60.245 134.257 1.773 False False
NewHybroVsNorbert2/00020_00000024.txt Hybroscale 20 8 3 73.98 128.171 1.703 False False
NewHybroVsNorbert2/00020_00000025.txt Hybroscale 21 16 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000026.txt Hybroscale 21 16 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000027.txt Hybroscale 20 8 3 68.915 89.939 1.318 False False
NewHybroVsNorbert2/00020_00000028.txt Hybroscale 20 2 1 0.737 0.226 0.006 False False
NewHybroVsNorbert2/00020_00000029.txt Hybroscale 20 4 2 0.767 0.252 0.014 False False
NewHybroVsNorbert2/00020_00000030.txt Hybroscale 21 16 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000031.txt Hybroscale 21 16 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000032.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000033.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000034.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000035.txt Hybroscale 20 20 5 53.619 87.182 1.235 False False
NewHybroVsNorbert2/00020_00000036.txt Hybroscale 20 16 -20
NewHybroVsNorbert2/00020_00000037.txt Hybroscale 20 20 -20 52.309 19.672 1.094 False False
NewHybroVsNorbert2/00020_00000038.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000039.txt Hybroscale 20 20 -20 24.625 18.903 0.523 False False
NewHybroVsNorbert2/00020_00000040.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000041.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000042.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000043.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000044.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000045.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000046.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000047.txt Hybroscale 20 20 -20 29.516 23.185 0.887 False False
NewHybroVsNorbert2/00020_00000048.txt Hybroscale 20 20 -20 21.439 15.401 0.814 False False
NewHybroVsNorbert2/00020_00000050.txt Hybroscale 20 20 -20 20.938 14.485 0.664 False False
NewHybroVsNorbert2/00020_00000051.txt Hybroscale 20 20 -20 16.966 11.481 0.632 False False
NewHybroVsNorbert2/00020_00000052.txt Hybroscale 20 20 -20 26.348 20.283 0.754 False False
NewHybroVsNorbert2/00020_00000053.txt Hybroscale 20 20 -20 18.551 12.711 0.617 False False
NewHybroVsNorbert2/00020_00000054.txt Hybroscale 20 20 -20 20.591 14.915 0.562 False False
NewHybroVsNorbert2/00020_00000055.txt Hybroscale 20 20 -20 16.731 11.5 0.676 False False
NewHybroVsNorbert2/00020_00000056.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000057.txt Hybroscale 20 20 -20 157.609 71.771 3.343 False False
NewHybroVsNorbert2/00020_00000058.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000059.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000060.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000061.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000062.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000063.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000064.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000065.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000066.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000067.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00020_00000068.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000069.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000070.txt Hybroscale 20 20 -20
NewHybroVsNorbert2/00020_00000071.txt Hybroscale 21 20 -21 9999 9999 9999 True False
NewHybroVsNorbert2/00002_00000001.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.018 0.005 0.0 False False
NewHybroVsNorbert2/00002_00000002.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00002_00000003.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.01 0.01 0.016 False False
NewHybroVsNorbert2/00002_00000004.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00002_00000005.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.004 0.0 0.003 False False
NewHybroVsNorbert2/00002_00000006.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.003 0.002 0.0 False True
NewHybroVsNorbert2/00002_00000007.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.005 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000008.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.01 0.008 0.008 False False
NewHybroVsNorbert2/00002_00000009.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.011 0.01 0.018 False False
NewHybroVsNorbert2/00002_00000010.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.011 0.014 0.014 False False
NewHybroVsNorbert2/00002_00000011.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00002_00000012.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.005 0.0 0.004 False False
NewHybroVsNorbert2/00002_00000013.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.014 0.0 0.005 False False
NewHybroVsNorbert2/00002_00000014.txt timeLimit1200-Alg-p8-w100-r 20 2 3 0.005 0.005 0.0 False False
NewHybroVsNorbert2/00002_00000015.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000016.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000017.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.006 0.0 0.01 False False
NewHybroVsNorbert2/00002_00000018.txt timeLimit1200-Alg-p8-w100-r 20 2 3 0.005 0.006 0.0 False False
NewHybroVsNorbert2/00002_00000019.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.005 0.0 0.005 False False
NewHybroVsNorbert2/00002_00000020.txt timeLimit1200-Alg-p8-w100-r 20 2 4 0.008 0.012 0.0 False False
NewHybroVsNorbert2/00002_00000021.txt timeLimit1200-Alg-p8-w100-r 20 2 3 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000022.txt timeLimit1200-Alg-p8-w100-r 20 2 4 0.011 0.007 0.018 False False
NewHybroVsNorbert2/00002_00000023.txt timeLimit1200-Alg-p8-w100-r 20 2 3 0.007 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000024.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000025.txt timeLimit1200-Alg-p8-w100-r 20 2 3 0.01 0.008 0.008 False False
NewHybroVsNorbert2/00002_00000026.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.005 0.008 0.0 False False
NewHybroVsNorbert2/00002_00000027.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.008 0.012 0.008 False False
NewHybroVsNorbert2/00002_00000028.txt timeLimit1200-Alg-p8-w100-r 20 2 4 0.005 0.006 0.0 False False
NewHybroVsNorbert2/00002_00000029.txt timeLimit1200-Alg-p8-w100-r 20 2 4 0.007 0.006 0.009 False False
NewHybroVsNorbert2/00002_00000030.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.008 0.013 0.004 False False
NewHybroVsNorbert2/00002_00000031.txt timeLimit1200-Alg-p8-w100-r 20 2 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00002_00000032.txt timeLimit1200-Alg-p8-w100-r 20 2 6 0.025 0.064 0.023 False False
NewHybroVsNorbert2/00002_00000033.txt timeLimit1200-Alg-p8-w100-r 20 2 6 0.012 0.034 0.0 False False
NewHybroVsNorbert2/00002_00000034.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.032 0.077 0.036 False False
NewHybroVsNorbert2/00002_00000035.txt timeLimit1200-Alg-p8-w100-r 20 2 6 0.016 0.042 0.008 False False
NewHybroVsNorbert2/00002_00000036.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.015 0.017 0.023 False False
NewHybroVsNorbert2/00002_00000037.txt timeLimit1200-Alg-p8-w100-r 20 2 4 0.005 0.005 0.0 False False
NewHybroVsNorbert2/00002_00000038.txt timeLimit1200-Alg-p8-w100-r 20 2 8 0.251 0.758 0.231 False False
NewHybroVsNorbert2/00002_00000039.txt timeLimit1200-Alg-p8-w100-r 20 2 6 0.02 0.065 0.0 False False
NewHybroVsNorbert2/00002_00000040.txt timeLimit1200-Alg-p8-w100-r 20 2 5 0.008 0.005 0.009 False False
NewHybroVsNorbert2/00002_00000041.txt timeLimit1200-Alg-p8-w100-r 20 2 7 0.119 0.43 0.024 False False
NewHybroVsNorbert2/00002_00000042.txt timeLimit1200-Alg-p8-w100-r 20 2 3 0.005 0.005 0.0 False False
NewHybroVsNorbert2/00002_00000043.txt timeLimit1200-Alg-p8-w100-r 20 2 9 0.303 1.098 0.1 False False
NewHybroVsNorbert2/00002_00000044.txt timeLimit1200-Alg-p8-w100-r 20 2 9 0.619 2.126 0.336 False False
NewHybroVsNorbert2/00002_00000045.txt timeLimit1200-Alg-p8-w100-r 21 2 6 0.035 0.105 0.016 False False
NewHybroVsNorbert2/00002_00000046.txt timeLimit1200-Alg-p8-w100-r 20 2 6 0.036 0.092 0.04 False False
NewHybroVsNorbert2/00002_00000047.txt timeLimit1200-Alg-p8-w100-r 20 2 8 0.143 0.428 0.124 False False
NewHybroVsNorbert2/00002_00000048.txt timeLimit1200-Alg-p8-w100-r 20 2 6 0.01 0.013 0.012 False False
NewHybroVsNorbert2/00002_00000049.txt timeLimit1200-Alg-p8-w100-r 21 2 4 0.011 0.017 0.009 False False
NewHybroVsNorbert2/00002_00000050.txt timeLimit1200-Alg-p8-w100-r 21 2 7 0.049 0.141 0.038 False False
NewHybroVsNorbert2/00002_00000051.txt timeLimit1200-Alg-p8-w100-r 20 2 12 8.71 32.794 2.015 False False
NewHybroVsNorbert2/00002_00000052.txt timeLimit1200-Alg-p8-w100-r 20 2 8 0.147 0.435 0.122 False False
NewHybroVsNorbert2/00002_00000053.txt timeLimit1200-Alg-p8-w100-r 21 2 7 0.068 0.195 0.061 False False
NewHybroVsNorbert2/00002_00000054.txt timeLimit1200-Alg-p8-w100-r 21 2 8 0.212 0.715 0.12 False False
NewHybroVsNorbert2/00002_00000055.txt timeLimit1200-Alg-p8-w100-r 23 2 10 19.866 75.197 4.219 False False
NewHybroVsNorbert2/00002_00000056.txt timeLimit1200-Alg-p8-w100-r 23 2 6 0.051 0.176 0.016 False False
NewHybroVsNorbert2/00002_00000057.txt timeLimit1200-Alg-p8-w100-r 22 2 9 0.367 1.269 0.184 False False
NewHybroVsNorbert2/00002_00000058.txt timeLimit1200-Alg-p8-w100-r 22 2 7 0.062 0.19 0.046 False False
NewHybroVsNorbert2/00002_00000059.txt timeLimit1200-Alg-p8-w100-r 22 2 5 0.026 0.041 0.04 False False
NewHybroVsNorbert2/00002_00000060.txt timeLimit1200-Alg-p8-w100-r 21 2 9 0.734 2.586 0.336 False False
NewHybroVsNorbert2/00002_00000061.txt timeLimit1200-Alg-p8-w100-r 23 2 10 0.528 1.587 0.505 False False
NewHybroVsNorbert2/00002_00000062.txt timeLimit1200-Alg-p8-w100-r 25 2 7 0.028 0.079 0.02 False False
NewHybroVsNorbert2/00002_00000063.txt timeLimit1200-Alg-p8-w100-r 24 2 6 0.023 0.058 0.015 False False
NewHybroVsNorbert2/00002_00000064.txt timeLimit1200-Alg-p8-w100-r 24 2 7 0.018 0.038 0.015 False False
NewHybroVsNorbert2/00002_00000065.txt timeLimit1200-Alg-p8-w100-r 24 2 7 0.128 0.302 0.119 False False
NewHybroVsNorbert2/00002_00000066.txt timeLimit1200-Alg-p8-w100-r 25 2 9 0.653 2.299 0.257 False False
NewHybroVsNorbert2/00002_00000067.txt timeLimit1200-Alg-p8-w100-r 23 2 7 0.062 0.153 0.081 False False
NewHybroVsNorbert2/00002_00000068.txt timeLimit1200-Alg-p8-w100-r 24 2 6 0.038 0.11 0.023 False False
NewHybroVsNorbert2/00002_00000069.txt timeLimit1200-Alg-p8-w100-r 24 2 9 1.972 7.208 0.663 False False
NewHybroVsNorbert2/00002_00000070.txt timeLimit1200-Alg-p8-w100-r 24 2 5 0.008 0.013 0.004 False False
NewHybroVsNorbert2/00002_00000071.txt timeLimit1200-Alg-p8-w100-r 24 2 9 0.816 3.012 0.231 False False
NewHybroVsNorbert2/00002_00000072.txt timeLimit1200-Alg-p8-w100-r 23 2 10 0.548 1.921 0.255 False False
NewHybroVsNorbert2/00002_00000073.txt timeLimit1200-Alg-p8-w100-r 24 2 9 4.252 16.041 0.944 False False
NewHybroVsNorbert2/00002_00000074.txt timeLimit1200-Alg-p8-w100-r 25 2 13 90.909 344.822 18.667 False False
NewHybroVsNorbert2/00002_00000075.txt timeLimit1200-Alg-p8-w100-r 24 2 8 0.416 1.422 0.211 False False
NewHybroVsNorbert2/00002_00000076.txt timeLimit1200-Alg-p8-w100-r 25 2 11 16.75 64.224 2.735 False False
NewHybroVsNorbert2/00002_00000077.txt timeLimit1200-Alg-p8-w100-r 25 2 9 1.085 3.903 0.423 False False
NewHybroVsNorbert2/00002_00000078.txt timeLimit1200-Alg-p8-w100-r 24 2 10 3.428 12.767 0.927 False False
NewHybroVsNorbert2/00002_00000079.txt timeLimit1200-Alg-p8-w100-r 25 2 11 4.084 15.121 1.187 False False
NewHybroVsNorbert2/00002_00000080.txt timeLimit1200-Alg-p8-w100-r 27 2 8 0.201 0.337 0.04 False False
NewHybroVsNorbert2/00002_00000081.txt timeLimit1200-Alg-p8-w100-r 25 2 11 16.963 64.969 2.839 False False
NewHybroVsNorbert2/00002_00000082.txt timeLimit1200-Alg-p8-w100-r 25 2 8 0.827 2.964 0.32 False False
NewHybroVsNorbert2/00002_00000083.txt timeLimit1200-Alg-p8-w100-r 25 2 10 1.635 5.917 0.604 False False
NewHybroVsNorbert2/00002_00000084.txt timeLimit1200-Alg-p8-w100-r 25 2 9 1.465 5.411 0.432 False False
NewHybroVsNorbert2/00002_00000085.txt timeLimit1200-Alg-p8-w100-r 27 2 5 0.008 0.008 0.01 False False
NewHybroVsNorbert2/00002_00000086.txt timeLimit1200-Alg-p8-w100-r 29 2 11 21.543 82.603 3.523 False False
NewHybroVsNorbert2/00002_00000087.txt timeLimit1200-Alg-p8-w100-r 27 2 13 51.989 199.564 8.281 False False
NewHybroVsNorbert2/00002_00000088.txt timeLimit1200-Alg-p8-w100-r 26 2 8 0.263 0.892 0.14 False False
NewHybroVsNorbert2/00002_00000089.txt timeLimit1200-Alg-p8-w100-r 27 2 12 54.916 210.366 9.149 False False
NewHybroVsNorbert2/00002_00000090.txt timeLimit1200-Alg-p8-w100-r 26 2 10 3.207 11.954 0.852 False False
NewHybroVsNorbert2/00003_00000001.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.014 0.01 0.025 False False
NewHybroVsNorbert2/00003_00000002.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00003_00000003.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.002 0.001 0.0 False True
NewHybroVsNorbert2/00003_00000004.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.039 0.027 0.04 False False
NewHybroVsNorbert2/00003_00000005.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.008 0.007 0.01 False False
NewHybroVsNorbert2/00003_00000006.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00003_00000007.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.019 0.02 0.043 False False
NewHybroVsNorbert2/00003_00000008.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.006 0.008 0.0 False False
NewHybroVsNorbert2/00003_00000009.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.005 0.005 0.0 False False
NewHybroVsNorbert2/00003_00000010.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.007 0.004 0.008 False False
NewHybroVsNorbert2/00003_00000011.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.008 0.008 0.008 False False
NewHybroVsNorbert2/00003_00000012.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.004 0.002 0.002 False False
NewHybroVsNorbert2/00003_00000013.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.016 0.022 0.029 False False
NewHybroVsNorbert2/00003_00000014.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00003_00000015.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.01 0.007 0.02 False False
NewHybroVsNorbert2/00003_00000016.txt timeLimit1200-Alg-p8-w100-r 20 2 1 0.004 0.0 0.003 False False
NewHybroVsNorbert2/00003_00000017.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.004 0.003 0.0 False False
NewHybroVsNorbert2/00003_00000018.txt timeLimit1200-Alg-p8-w100-r 20 1 -20 0.003 0.001 0.0 False True
NewHybroVsNorbert2/00003_00000019.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.011 0.01 0.01 False False
NewHybroVsNorbert2/00003_00000020.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.006 0.0 0.007 False False
NewHybroVsNorbert2/00003_00000021.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.016 0.02 0.02 False False
NewHybroVsNorbert2/00003_00000022.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.004 0.005 0.0 False False
NewHybroVsNorbert2/00003_00000023.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.013 0.013 0.013 False False
NewHybroVsNorbert2/00003_00000024.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.006 0.005 0.005 False False
NewHybroVsNorbert2/00003_00000025.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.005 0.007 0.0 False False
NewHybroVsNorbert2/00003_00000026.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00003_00000027.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00003_00000028.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.011 0.029 0.004 False False
NewHybroVsNorbert2/00003_00000029.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.01 0.0 0.025 False False
NewHybroVsNorbert2/00003_00000030.txt timeLimit1200-Alg-p8-w100-r 20 3 2 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00003_00000031.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00003_00000032.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00003_00000033.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.005 0.007 0.0 False False
NewHybroVsNorbert2/00003_00000034.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.004 0.004 0.0 False False
NewHybroVsNorbert2/00003_00000035.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.004 0.004 0.001 False False
NewHybroVsNorbert2/00003_00000036.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.007 0.013 0.004 False False
NewHybroVsNorbert2/00003_00000037.txt timeLimit1200-Alg-p8-w100-r 20 3 7 0.057 0.199 0.012 False False
NewHybroVsNorbert2/00003_00000038.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.032 0.073 0.039 False False
NewHybroVsNorbert2/00003_00000039.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.008 0.011 0.011 False False
NewHybroVsNorbert2/00003_00000040.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.048 0.023 0.037 False False
NewHybroVsNorbert2/00003_00000041.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.014 0.029 0.015 False False
NewHybroVsNorbert2/00003_00000042.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.004 0.0 0.004 False False
NewHybroVsNorbert2/00003_00000043.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.008 0.012 0.008 False False
NewHybroVsNorbert2/00003_00000044.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.004 0.006 0.0 False False
NewHybroVsNorbert2/00003_00000045.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.067 0.187 0.059 False False
NewHybroVsNorbert2/00003_00000046.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.022 0.04 0.02 False False
NewHybroVsNorbert2/00003_00000047.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.004 0.003 0.003 False False
NewHybroVsNorbert2/00003_00000048.txt timeLimit1200-Alg-p8-w100-r 20 3 7 0.041 0.103 0.049 False False
NewHybroVsNorbert2/00003_00000049.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.095 0.308 0.06 False False
NewHybroVsNorbert2/00003_00000050.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.016 0.04 0.011 False False
NewHybroVsNorbert2/00003_00000051.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.009 0.022 0.004 False False
NewHybroVsNorbert2/00003_00000052.txt timeLimit1200-Alg-p8-w100-r 20 3 8 0.262 0.93 0.103 False False
NewHybroVsNorbert2/00003_00000053.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.027 0.086 0.004 False False
NewHybroVsNorbert2/00003_00000054.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.017 0.039 0.01 False False
NewHybroVsNorbert2/00003_00000055.txt timeLimit1200-Alg-p8-w100-r 20 3 7 0.189 0.488 0.238 False False
NewHybroVsNorbert2/00003_00000056.txt timeLimit1200-Alg-p8-w100-r 20 3 8 0.222 0.726 0.141 False False
NewHybroVsNorbert2/00003_00000057.txt timeLimit1200-Alg-p8-w100-r 20 3 4 0.011 0.013 0.012 False False
NewHybroVsNorbert2/00003_00000058.txt timeLimit1200-Alg-p8-w100-r 20 3 7 0.091 0.305 0.044 False False
NewHybroVsNorbert2/00003_00000059.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.007 0.015 0.0 False False
NewHybroVsNorbert2/00003_00000060.txt timeLimit1200-Alg-p8-w100-r 20 3 7 0.065 0.195 0.05 False False
NewHybroVsNorbert2/00003_00000061.txt timeLimit1200-Alg-p8-w100-r 20 3 3 0.01 0.009 0.008 False False
NewHybroVsNorbert2/00003_00000062.txt timeLimit1200-Alg-p8-w100-r 20 3 9 0.417 1.436 0.207 False False
NewHybroVsNorbert2/00003_00000063.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.011 0.023 0.006 False False
NewHybroVsNorbert2/00003_00000064.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.025 0.074 0.011 False False
NewHybroVsNorbert2/00003_00000065.txt timeLimit1200-Alg-p8-w100-r 20 3 8 0.692 2.338 0.41 False False
NewHybroVsNorbert2/00003_00000066.txt timeLimit1200-Alg-p8-w100-r 20 3 6 0.116 0.402 0.048 False False
NewHybroVsNorbert2/00003_00000067.txt timeLimit1200-Alg-p8-w100-r 20 3 9 0.428 1.393 0.288 False False
NewHybroVsNorbert2/00003_00000068.txt timeLimit1200-Alg-p8-w100-r 20 3 8 0.219 0.739 0.118 False False
NewHybroVsNorbert2/00003_00000069.txt timeLimit1200-Alg-p8-w100-r 20 3 8 0.201 0.619 0.166 False False
NewHybroVsNorbert2/00003_00000070.txt timeLimit1200-Alg-p8-w100-r 20 3 8 0.186 0.595 0.136 False False
NewHybroVsNorbert2/00003_00000071.txt timeLimit1200-Alg-p8-w100-r 20 3 7 0.218 0.748 0.113 False False
NewHybroVsNorbert2/00003_00000072.txt timeLimit1200-Alg-p8-w100-r 20 3 5 0.006 0.006 0.005 False False
